Type;Committee / Working Group;Reference;Vote;Result;Status;Start date;End date;Vienna agreement;Role;English title;URL;Note;Vote in parallel with;Project ID
"CIB";"ISO/TC 147/SC 2";"Revision of ISO standards for bromate analysis";"";"";"Open";"2025-12-20";"2026-02-21";"";"Obligated voter";"- Revision ISO 15061:2001, Water quality — Determination of dissolved bromate — Method by liquid chromatography of ions - Revision ISO 11206:2011, Water quality — Determination of dissolved bromate — Method using ion chromatography (IC) and post column reaction (PCR)";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=545529";"Bromate is characterized by high environmental persistence and presents various toxic effects on aquatic ecosystems and human health. Owing to the increasing implementation of ozonation processes at wastewater treatment plants and the associated risk of bromate formation, a legally defensible determination of bromate in wastewater is essential. Consequently, the ISO standards 15061 and 11206 should be revised with regard to their scope, sample pretreatment, and potential interferences. Ballots are launched among SC 2 members via the CIB-Portal in order to receive their vote on Draft ISO/TC 147/SC 2 Resolution C008/2025 “Revision of ISO 15061:2001” ISO/TC 147/SC 2 decides to revise ISO 15061:2001, Water quality — Determination of dissolved bromate — Method by liquid chromatography of ions” Development track 24 months Project leader: Carlotta Wilke (C.Wilke@isa.rwth-aachen.de) WG in charge: WG 33 “Ion chromatography methods”  The current scope is expanded to treated waste water The project is starting at stage (40.00) Project plan (target dates): Submission of DIS (40.00): 2027-01-30Submission of FDIS (50.00) (if any): 2027-10-30Publication: 2028-03-01Using the Online Development platform: OSD option: YES OSD starting material: existing MS word file The revision of ISO 15061:2001 supports the UN Sustainable Development Goal 6 (Clean water and sanitation) , as the project addresses the safeguarding of water quality in the context of modern wastewater treatment, by enabling the legally defensible detection of a toxicologically relevant by-product of ozonation. In doing so, it supports evidence-based regulation, the protection of human health and ecosystems, and sustainable, safe water management.   Draft ISO/TC 147/SC 2 Resolution C009/2025 “Revision of ISO 11206:2011” ISO/TC 147/SC 2 decides to revise ISO 11206:2011, Water quality — Determination of dissolved bromate — Method using ion chromatography (IC) and post column reaction (PCR)” Development track 24 months Project leader: Carlotta Wilke (C.Wilke@isa.rwth-aachen.de) WG in charge: WG 33 “Ion chromatography methods”  The current scope is expanded to waste water The project is starting at stage (40.00) Project plan (target dates): Submission of DIS (40.00): 2027-01-30Submission of FDIS (50.00) (if any): 2027-10-30Publication: 2028-03-01Using the Online Development platform: OSD option: YES OSD starting material: existing MS word file The revision of ISO 11206:2011 supports the UN Sustainable Development Goal 6 (Clean water and sanitation) , as the project addresses the safeguarding of water quality in the context of modern wastewater treatment, by enabling the legally defensible detection of a toxicologically relevant by-product of ozonation. In doing so, it supports evidence-based regulation, the protection of human health and ecosystems, and sustainable, safe water management.   Deadline for voting will be: 2026-02-21";"";""
"CIB";"ISO/TC 207/SC 1";"Request for approval of changes to ISO 14002-3 (Climate)";"";"";"Open";"2026-01-26";"2026-02-22";"";"Obligated voter";"Request for approval of changes to ISO 14002-3 ED 1 Environmental management systems — Guidelines for using ISO 14001 to address environmental aspects and conditions within an environmental topic area — Part 3: Climate";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=562229";"ISO/TC 207/SC 1/WG 11 are seeking SC 1 approval to amend the current structure of ISO 14002-3 (Climate) following consultations with ISO CS and TG 3, as outlined in Recommendation 01/2026. The key aspects of the recommendation are as follows: Removal of Table C.1, C.4, and Annex F from ISO 14002-3, offering them as separate supportive material on the SC 1 website, free of charge.Deletion of Table C.3, replacing references in the document with ISO 14068-1:2023 for consistency.We kindly ask that you review the supporting documents attached and respond to the CIB before the deadline given. Your input is crucial for optimizing the standard.";"";""
"DIS";"ISO/IEC JTC 1/SC 27";"ISO/IEC 14888-3:2018/DAmd 1 (Ed 4)";"";"";"Open";"2025-12-01";"2026-02-23";"";"Obligated voter";"IT Security techniques — Digital signatures with appendix — Part 3: Discrete logarithm based mechanisms — Amendment 1";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511321";"";"";"89517"
"DIS";"ISO/TC 147/SC 3";"ISO/DIS 13169 (Ed 2)";"";"";"Open";"2025-12-01";"2026-02-23";"Joint, ISO lead";"Obligated voter";"Water quality — Uranium — Test method using alpha liquid scintillation counting";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511322";"";"";"89859"
"CIB";"ISO/TC 149/SC 1";"Ballot on Draft Resolution 163/2026 to amend ISO 8098:2023";"";"";"Open";"2026-01-26";"2026-02-23";"";"Obligated voter";"Ballot on Draft Resolution 163/2026 to initiate an amendment project for ISO 8098:2023 4.14 Chain-wheel and belt-drive protective device";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=552869";"Dear ISO/TC 149/SC 1 member,    Regarding ISO 8098:2023, 4.14 Chain-wheel and belt-drive protective device, requests have been raised for an urgent revision due to ambiguities in the current wording.   This matter has been reviewed within ISO/TC 149/SC 1/WG 13 and a draft has been prepared.   Therefore, ISO/TC 149/SC 1 invites members to vote on the following resolution by Committee Internal Balloting (CIB) no later than 2026-02-23.   Resolution 163/2026 - ISO 8098:2023 - Amendment ISO/TC 149/SC 1 resolves to initiate an amendment project for ISO 8098:2023, 4.14 Chain-wheel and belt-drive protective device. Target dates: WD and CD stages to be skipped DIS submission: 2026-03-31 FDIS submission: 2026-09-30 Publication: 2027-01-31 Project Leader: Mr Peter Eland (BSI) UN Sustainable Development Goals: 9, 11, 12 and 13 Scope: The scope of the standard will not be expanded. Draft DIS: See attached document Yours sincerely, Ichiro Sugitani Committee Manager ISO/TC 149/SC 1";"";""
"CIB";"ISO/TC 149/SC 1";"Ballot on Draft Resolution 164/2026 to amend ISO 4210:2023";"";"";"Open";"2026-01-26";"2026-02-23";"";"Obligated voter";"Ballot on Draft Resolution 164/2026 to initiate amendment projects for ISO 4210-2:2023 4.11 Front mudguard and ISO 4210-3:2023 4.2 Front mudguard test methods";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=552889";"Dear ISO/TC 149/SC 1 member,    Regarding ISO 4210-2:2023, 4.11 Front mudguard and ISO 4210-3:2023, 4.2 Front mudguard test methods, requests have been raised for an urgent revision due to ambiguities in the current wording.   This matter has been reviewed within ISO/TC 149/SC 1/WG 13 and a draft has been prepared.   Therefore, ISO/TC 149/SC 1 invites members to vote on the following resolution by Committee Internal Balloting (CIB) no later than 2026-02-23.   Resolution 164/2026 - ISO 4210-2:2023 and ISO 4210-3:2023 - Amendment ISO/TC 149/SC 1 resolves to initiate amendment projects for ISO 4210-2:2023, 4.11 Front mudguard and ISO 4210-3:2023, 4.2 Front mudguard test methods, Target dates: CD submission: 2026-03-31 DIS submission: 2026-09-30 FDIS submission: 2027-03-31 Publication: 2027-07-31 Project Leader: Mr Peter Eland (BSI) UN Sustainable Development Goals: 9, 11, 12 and 13 Scope: The scope of the standard will not be expanded. Draft CD: See attached document Yours sincerely, Ichiro Sugitani Committee Manager ISO/TC 149/SC 1";"";""
"CIB";"ISO/TC 149/SC 1";"Ballot on Draft Resolution 165/2026 to change ISO11243 scope";"";"";"Open";"2026-01-26";"2026-02-23";"";"Obligated voter";"Ballot on Draft Resolution 165/2026 to change the scope of ISO 11243";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=553869";"Dear ISO/TC 149/SC 1 member,    ISO/WD 11243 is managed under the Vienna Agreement and is currently undergoing revision to meet the requirements as the harmonised standard for General Product Safety Regulation (GPSR) in Europe.    Discussions have been held within WG16, and it has become necessary to change the scope to meet the requirements of the harmonised standard.   Therefore, ISO/TC 149/SC 1 invites members to vote on the following resolution by Committee Internal Balloting (CIB) no later than 2026-02-23.   Resolution 165/2026 - Change the scope of ISO 11243 ISO/TC 149/SC 1 agreed to change the scope of ISO 11243 as below; 1 Scope This document specifies safety and performance requirements for the design and testing of permanently attached luggage carriers, both non cycle specific luggage carriers intended for mounting and cycle specific luggage carriers mounted on complete cycles. It applies to luggage carriers intended to be positioned above and adjacent to the wheels of cycles. This document provides guidelines for instructions on the use and care of such luggage carriers. This document does not apply to removable luggage (for example, handlebar bags or baskets that are not permanently attached). Toy luggage carriers are not covered by this document.    Yours sincerely, Ichiro Sugitani Committee Manager ISO/TC 149/SC 1";"";""
"FDIS";"ISO/TC 188/SC 1";"ISO/FDIS 15027-1 (Ed 3)";"";"";"Open";"2025-12-29";"2026-02-23";"Joint, ISO lead";"Obligated voter";"Immersion suits — Part 1: Safety and performance requirements for constant wear suits";"https://isotc.iso.org/livelink/eb3/part/fdis/ballotAction.do?method=doView&id=544089";"";"";"78057"
"FDIS";"ISO/TC 188/SC 1";"ISO/FDIS 15027-2 (Ed 3)";"";"";"Open";"2025-12-29";"2026-02-23";"Joint, ISO lead";"Obligated voter";"Immersion suits — Part 2: Safety and performance requirements for abandonment suits";"https://isotc.iso.org/livelink/eb3/part/fdis/ballotAction.do?method=doView&id=544109";"";"";"78058"
"FDIS";"ISO/TC 188/SC 1";"ISO/FDIS 15027-3.2 (Ed 3)";"";"";"Open";"2025-12-29";"2026-02-23";"Joint, ISO lead";"Obligated voter";"Immersion suits — Part 3: Test methods";"https://isotc.iso.org/livelink/eb3/part/fdis/ballotAction.do?method=doView&id=544110";"";"";"78059"
"CIB";"ISO/TC 219";"Resolution 2026-03 New Project Leader ISO/PWI 24334";"";"";"Open";"2026-01-23";"2026-02-23";"";"Obligated voter";"Resolution 2026-03 for the approval of a new Project Leader for ISO/PWI 24334 Laminate floor coverings - Determination of locking strength for mechanically assembled panels";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=561609";"";"";""
"DIS";"ISO/IEC JTC 1/SC 27";"ISO/IEC DIS 27045";"";"";"Open";"2025-12-02";"2026-02-24";"";"Obligated voter";"Information security, cybersecurity and privacy protection — Big data security and privacy — Guidelines for managing big data risks";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511353";"";"";"88970"
"CIB";"ISO/TC 10/SC 8";"Call for experts ISO/NP 26119-1";"";"";"Open";"2025-12-19";"2026-02-24";"";"Obligated voter";"Call for experts on ISO/NP 26119-1 ISO/NP 26119-1 Construction documentation — Organization of documents within common data environment (CDE) — Part 1: Methodology and basic rules";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=544289";"P-members that voted in favour of the New Proposal are invited to register experts in this new work. Please submit nominations through the Committee internal balloting system.";"";""
"CIB";"ISO/TC 42";"N7912 - Registration of PWI TR 19263-2";"";"";"Open";"2026-01-24";"2026-02-24";"";"Obligated voter";"Photography — Archiving systems — Part 2: Best practices for digital image capture of transmissive cultural heritage materials";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=562409";"ISO/TC 42 is launching this ballot in response to a recommendation from JWG 26 following their December 2025 virtual meeting: JWG 26 asks CM to initiate a PWI for ISO TR 19263-2 and put the draft online into the OSD when the document becomes available. The title of the TR is “Photography — Archiving systems — Part 2: Best practices for digital image capture of transmissive cultural heritage materials”, the Project Leaders are Volker Jansen (DIN) and Ulla Kejser (DS) and it will be registered to JWG 26.";"";""
"DIS";"ISO/TC 145/SC 1";"ISO 7001:2023/DAmd 109 (Ed 4)";"";"";"Open";"2025-12-02";"2026-02-24";"";"Obligated voter";"Graphical symbols — Registered public information symbols — Amendment 109: PI BP 023pr Flush";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511379";"";"";"92676"
"DIS";"ISO/IEC JTC 1/SC 27";"ISO/IEC DIS 27091";"";"";"Open";"2025-12-03";"2026-02-25";"";"Obligated voter";"Cybersecurity and Privacy — Artificial Intelligence — Privacy protection";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511382";"";"";"56582"
"DIS";"ISO/TC 92/SC 4";"ISO/DIS 24678-7 (Ed 2)";"";"";"Open";"2025-12-03";"2026-02-25";"";"Obligated voter";"Fire safety engineering — Requirements governing algebraic formulae — Part 7: Radiation heat flux received from an open pool fire";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511385";"";"";"90566"
"CIB";"ISO/TC 108";"N 1524 ETUC application for A-category liaison in ISO/TC 108";"";"";"Open";"2026-01-27";"2026-02-25";"";"Obligated voter";"Application to establish a liaison between ISO/TC 108 and the European Trade Union Confederation (ETUC).";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563129";"Dear Member The European Trade Union Confederation (ETUC) consists of National Trade Union Confederations and European Trade Union Federations www.etuc.org has applied for an A-Category liaison in ISO/TC 108 (see ISO/IEC Directives, Part 1, 1.17). ETUC will contribute to the preparation of standards, namely safety standards for vibrating machines. ISO/CS deem ETUC meets the eligibility criteria for A-Category liaison. This ballot is seeking approval of resolution 01/2026. Regards Anita Attra ISO/TC 108 Committee Manager";"";""
"CIB";"ISO/TC 113";"Reappointment of Convenor for ISO TC 113/WG 7";"";"";"Open";"2026-01-28";"2026-02-25";"";"Obligated voter";"Reappointment of Convenor for ISO TC 113/WG 7 Dilution Gauging";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563549";"As per clause 1.12.1 of ISO Directive part1 the convener may be reappointed for any additional term up to three years.   Mr Paul Johnston expressed the willingness to continue the work as convener of ISO/TC113/WG 7 for one more term, up to three years.";"";""
"CIB";"ISO/TC 113/SC 1";"Reappointment of Convenor for ISO TC 113/SC 1/WG 9";"";"";"Open";"2026-01-28";"2026-02-25";"";"Obligated voter";"Reappointment of Convenor for ISO TC 113/SC 1/WG 9 on Non-contact methods";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563569";"As per clause 1.12.1 of ISO Directive part1 the convener may be reappointed for any additional term up to three years.   Mr Alexander Hartung expressed the willingness to continue the work as convener of ISO/TC113/SC 1/WG 9 for one more term, up to three years.";"";""
"DIS";"ISO/TC 145/SC 1";"ISO 7001:2023/DAmd 108 (Ed 4)";"";"";"Open";"2025-12-03";"2026-02-25";"";"Obligated voter";"Graphical symbols — Registered public information symbols — Amendment 108: PI BP 022pr Do not flush";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=511383";"";"";"92675"
"NP";"ISO/TC 147/SC 2";"ISO/NP 26459";"";"";"Open";"2025-12-03";"2026-02-25";"";"Obligated voter";"Water Quality — Multi-class methods for the determination of pesticide residues using gas chromatography or liquid chromatography with mass spectrometry detection";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=534429";"";"";"93527"
"CIB";"ISO/TC 287";"ISO/WD TR 26091";"";"";"Open";"2026-01-28";"2026-02-25";"";"Obligated voter";"Wood and wood-based products — Background and examples of calculating the forest carbon balance";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563769";"This Technical report has been developed by WG3 and is now circulated to the national mirror committees for comments and further input for four weekis. Please provide your comments through your national mirror committee on this working draft.";"";""
